date,sigma,correl,corr.th,corr.ex,port.var,index.omega,index.alpha,index.beta,index.sigma,index.residual,index.return,index.var,X1.omega,X1.alpha,X1.beta,X1.sigma,X1.residual,X1.return,X1.var,X2.omega,X2.alpha,X2.beta,X2.sigma,X2.residual,X2.return,X2.var,X3.omega,X3.alpha,X3.beta,X3.sigma
1015,1%,0%,-2.30%,-0.64%,0.0202981,0.0000010,0.2043771,0.8060366,0.0031943,-0.6251725,-0.0019970,0.0087529,0.0000028,0.0999567,0.8902475,0.0099156,-0.6123034,-0.0060713,0.0229786,0.0000047,0.1169106,0.8658295,0.0102008,-1.5576817,-0.0158896,0.0247636,0.0000155,0.2226342,0.7228569,0.0117487
1016,1%,0%,-2.08%,-0.67%,0.0210405,0.0000008,0.2077226,0.8062597,0.0030006,0.3467000,0.0010403,0.0082219,0.0000029,0.0994249,0.8904896,0.0097252,1.2668535,0.0123205,0.0225375,0.0000044,0.1136131,0.8701179,0.0110730,0.4215488,0.0046678,0.0268809,0.0000149,0.2176474,0.7289824,0.0123126
1017,1%,0%,6.65%,0.00%,0.0207984,0.0000009,0.2112361,0.8016688,0.0029752,1.1642874,0.0034640,0.0081524,0.0000026,0.0969579,0.8935637,0.0100227,-0.1529375,-0.0015328,0.0232268,0.0000041,0.1112222,0.8733875,0.0105947,0.4962707,0.0052579,0.0257179,0.0000151,0.2202023,0.7257584,0.0112383
1018,1%,0%,-0.42%,-1.25%,0.0210564,0.0000008,0.2132424,0.8020015,0.0031442,0.4419954,0.0013897,0.0086155,0.0000025,0.0954571,0.8953218,0.0095846,-0.8234479,-0.0078924,0.0222117,0.0000046,0.1128167,0.8699501,0.0103734,1.6686230,0.0173092,0.0251805,0.0000153,0.2242606,0.7205882,0.0109722
1019,1%,0%,-1.95%,-1.45%,0.0207163,0.0000005,0.2122992,0.8063136,0.0028427,-0.2473068,-0.0007030,0.0077894,0.0000024,0.0946891,0.8964888,0.0094957,-0.8393152,-0.0079698,0.0220055,0.0000043,0.1103011,0.8736859,0.0114205,0.4989863,0.0056987,0.0277222,0.0000158,0.2297923,0.7136877,0.0104875
1020,1%,0%,-3.08%,-0.96%,0.0206351,0.0000002,0.2088852,0.8139121,0.0024091,-0.1658603,-0.0003996,0.0066012,0.0000024,0.0937598,0.8973616,0.0094498,-1.1330609,-0.0107073,0.0218993,0.0000042,0.1095397,0.8747166,0.0110320,-1.0477173,-0.0115585,0.0267794,0.0000159,0.2324303,0.7131800,0.0105775
1021,1%,0%,-3.07%,-1.40%,0.0207051,0.0000000,0.2035668,0.8212561,0.0019915,0.5964769,0.0011879,0.0054569,0.0000023,0.0922158,0.8991134,0.0096196,0.8856386,0.0085195,0.0222927,0.0000050,0.1140491,0.8681352,0.0113547,1.8295298,0.0207738,0.0275627,0.0000159,0.2314350,0.7136864,0.0120385
1022,1%,0%,9.41%,-0.02%,0.0208804,0.0000008,0.2195425,0.7993112,0.0026143,-1.7874741,-0.0046729,0.0071634,0.0000021,0.0908233,0.9011913,0.0095316,0.3997498,0.0038103,0.0220888,0.0000048,0.1120167,0.8710114,0.0128338,0.8239277,0.0105741,0.0311529,0.0000158,0.2302920,0.7144514,0.0116953
1023,1%,0%,-2.13%,0.00%,0.0209282,0.0000006,0.2133780,0.8053637,0.0032252,-0.3903767,-0.0012591,0.0088375,0.0000023,0.0910677,0.9003005,0.0093216,-1.5413798,-0.0143681,0.0216021,0.0000043,0.1072778,0.8769224,0.0125547,-0.3006329,-0.0037743,0.0304754,0.0000155,0.2296908,0.7162986,0.0110875
1024,1%,0%,-0.52%,-0.10%,0.0204807,0.0000005,0.2075967,0.8110883,0.0029710,0.5906409,0.0017548,0.0081409,0.0000020,0.0882878,0.9036545,0.0098674,-0.3103309,-0.0030622,0.0228671,0.0000040,0.1045267,0.8803572,0.0119429,-0.7506025,-0.0089643,0.0289904,0.0000157,0.2277305,0.7179324,0.0103816
1025,1%,0%,-1.97%,-0.27%,0.0203665,0.0000003,0.1969452,0.8212459,0.0027396,0.0812914,0.0002227,0.0070085,0.0000018,0.0867759,0.9057895,0.0094611,-0.4437043,-0.0041979,0.0219254,0.0000038,0.1021269,0.8834853,0.0116940,-0.6597207,-0.0077148,0.0283862,0.0000153,0.2230847,0.7231421,0.0117527
1026,1%,0%,-2.49%,-0.17%,0.0200110,0.0000001,0.1824907,0.8343216,0.0023795,-0.2932312,-0.0006977,0.0060873,0.0000016,0.0844465,0.9086213,0.0091111,-0.6084051,-0.0055433,0.0211144,0.0000034,0.0992184,0.8873212,0.0113585,-0.0222395,-0.0002526,0.0275719,0.0000151,0.2221594,0.7243442,0.0107344
1027,1%,0%,6.10%,-0.71%,0.0199513,0.0000003,0.1861619,0.8301521,0.0023440,1.3908193,0.0032601,0.0059966,0.0000018,0.0839340,0.9086386,0.0089886,-1.4516307,-0.0130481,0.0208303,0.0000032,0.0983085,0.8891418,0.0108123,0.0593787,0.0006420,0.0262460,0.0000166,0.2214238,0.7217371,0.0103322
1028,1%,0%,-1.48%,-1.13%,0.0201456,0.0000001,0.1726763,0.8422015,0.0024530,-0.0127742,-0.0000313,0.0062756,0.0000017,0.0821124,0.9106037,0.0094179,-0.9854146,-0.0092805,0.0218252,0.0000030,0.0963592,0.8915505,0.0103359,-0.9788055,-0.0101169,0.0250897,0.0000166,0.2184273,0.7236524,0.0153943
1029,1%,0%,-2.75%,-0.96%,0.0194986,0.0000000,0.1601371,0.8527453,0.0021466,0.3316789,0.0007120,0.0054915,0.0000015,0.0806284,0.9124313,0.0094053,-0.7430576,-0.0069886,0.0217960,0.0000028,0.0945269,0.8941561,0.0103487,0.5515752,0.0057081,0.0251206,0.0000167,0.2175678,0.7231201,0.0141594
1030,1%,0%,1.76%,-0.44%,0.0195055,0.0000000,0.1571116,0.8549764,0.0020077,1.1317803,0.0022723,0.0051363,0.0000013,0.0781984,0.9154367,0.0091781,-0.0054551,-0.0000501,0.0212696,0.0000025,0.0923856,0.8972308,0.0100075,0.0439202,0.0004395,0.0242924,0.0000171,0.2200786,0.7186314,0.0129175
1031,1%,0%,6.06%,0.91%,0.0201530,0.0000002,0.1664994,0.8457424,0.0022788,1.7823804,0.0040617,0.0058297,0.0000013,0.0765555,0.9169582,0.0088461,1.1764838,0.0104073,0.0205001,0.0000022,0.0927429,0.8977588,0.0095457,0.0935108,0.0008926,0.0231714,0.0000171,0.2213839,0.7172700,0.0120685
1032,1%,0%,-1.57%,-0.77%,0.0206388,0.0000001,0.1553763,0.8550441,0.0025966,0.3938236,0.0010226,0.0066428,0.0000011,0.0746053,0.9191353,0.0089511,0.7753325,0.0069401,0.0207435,0.0000020,0.0912275,0.9001291,0.0091059,0.4970264,0.0045259,0.0221039,0.0000173,0.2224937,0.7167511,0.0112504
1033,1%,0%,-1.21%,-0.91%,0.0204126,0.0000000,0.1463911,0.8628107,0.0023595,0.4365819,0.0010301,0.0060363,0.0000010,0.0747683,0.9195365,0.0087943,0.0718129,0.0006315,0.0203801,0.0000018,0.0893982,0.9022713,0.0088416,-0.9355682,-0.0082719,0.0214623,0.0000181,0.2271222,0.7100048,0.0124962
1034,1%,0%,-2.63%,-1.12%,0.0201885,0.0000000,0.1393232,0.8677752,0.0021983,0.1116773,0.0002455,0.0056239,0.0000011,0.0733093,0.9205024,0.0085371,-1.4186908,-0.0121116,0.0197842,0.0000017,0.0877048,0.9043649,0.0088222,0.8286877,0.0073109,0.0214153,0.0000177,0.2251208,0.7135907,0.0134914
1035,1%,0%,-1.43%,-1.11%,0.0201525,0.0000000,0.1355978,0.8699475,0.0020464,-0.2115500,-0.0004329,0.0052353,0.0000009,0.0715433,0.9225100,0.0088112,-0.6644027,-0.0058542,0.0204193,0.0000015,0.0883971,0.9045478,0.0086811,-0.2887323,-0.0025065,0.0210726,0.0000178,0.2227235,0.7142184,0.0121516
1036,1%,0%,2.02%,-0.54%,0.0196263,0.0000000,0.1316632,0.8726486,0.0019190,-0.9464893,-0.0018163,0.0049093,0.0000013,0.0719520,0.9209636,0.0088251,-1.8772672,-0.0165671,0.0204516,0.0000014,0.0861801,0.9067001,0.0083854,-1.0731907,-0.0089992,0.0203549,0.0000180,0.2222796,0.7131459,0.0111411
1037,1%,0%,4.35%,0.36%,0.0196510,0.0000000,0.1269992,0.8765411,0.0019213,-1.5169148,-0.0029144,0.0049151,0.0000011,0.0690551,0.9240801,0.0095047,0.0548977,0.0005218,0.0220265,0.0000016,0.0836574,0.9082166,0.0085895,1.4755728,0.0126744,0.0208503,0.0000182,0.2206787,0.7139832,0.0104140
1038,1%,0%,-1.71%,0.60%,0.0195308,0.0000000,0.1237518,0.8786811,0.0020735,-0.7875267,-0.0016329,0.0053046,0.0000010,0.0688727,0.9245919,0.0091495,-0.3188363,-0.0029172,0.0212033,0.0000016,0.0840424,0.9078362,0.0090638,-1.0234072,-0.0092760,0.0220017,0.0000180,0.2180261,0.7164933,0.0106925
1039,1%,0%,-2.21%,0.69%,0.0197237,0.0000000,0.1205628,0.8805686,0.0020214,0.3260642,0.0006591,0.0051712,0.0000008,0.0668590,0.9267944,0.0087961,-0.4683529,-0.0041197,0.0203842,0.0000014,0.0820354,0.9102258,0.0090688,-0.6897474,-0.0062552,0.0220138,0.0000176,0.2156337,0.7201245,0.0102476
1040,1%,0%,-3.11%,-0.59%,0.0193989,0.0000000,0.1180111,0.8819445,0.0019062,0.2524742,0.0004813,0.0048767,0.0000009,0.0667298,0.9267764,0.0085978,-1.1399016,-0.0098007,0.0199249,0.0000012,0.0806540,0.9122640,0.0088259,0.0905052,0.0007988,0.0214241,0.0000169,0.2111038,0.7267454,0.0096904
1041,1%,0%,0.76%,-1.49%,0.0192074,0.0000000,0.1151621,0.8842941,0.0018045,-1.3459236,-0.0024287,0.0046164,0.0000010,0.0662600,0.9266778,0.0087630,-1.5121979,-0.0132514,0.0203076,0.0000014,0.0835022,0.9091593,0.0085596,1.1906307,0.0101914,0.0207778,0.0000165,0.1991062,0.7401153,0.0097797
1042,1%,0%,-0.81%,-1.26%,0.0189860,0.0000000,0.1130873,0.8854757,0.0018829,0.6184379,0.0011645,0.0048170,0.0000009,0.0648715,0.9279920,0.0091006,0.8519938,0.0077536,0.0210899,0.0000011,0.0814149,0.9119729,0.0086550,0.0336254,0.0002910,0.0210093,0.0000024,0.0690442,0.9178773,0.0102439
1043,1%,0%,-2.32%,-1.41%,0.0186350,0.0000000,0.1114094,0.8862082,0.0018096,0.1417624,0.0002565,0.0046295,0.0000008,0.0632215,0.9297250,0.0089504,-0.2904271,-0.0025994,0.0207418,0.0000009,0.0796086,0.9144390,0.0082290,0.1964505,0.0016166,0.0199751,0.0000021,0.0658297,0.9217081,0.0098807
1044,1%,0%,-2.37%,-1.48%,0.0183853,0.0000000,0.1104721,0.8864547,0.0017015,0.4194952,0.0007138,0.0043529,0.0000007,0.0619720,0.9310174,0.0086300,0.4942752,0.0042656,0.0199994,0.0000007,0.0786975,0.9156140,0.0078831,0.7379325,0.0058172,0.0191356,0.0000021,0.0646219,0.9227213,0.0096376
1045,1%,0%,6.46%,0.29%,0.0181761,0.0000000,0.1069889,0.8898450,0.0016353,1.7733724,0.0029000,0.0041836,0.0000006,0.0610971,0.9320783,0.0083607,-0.0284964,-0.0002383,0.0193754,0.0000005,0.0781233,0.9168654,0.0076545,0.1855193,0.0014201,0.0185807,0.0000020,0.0628838,0.9246833,0.0099649
1046,1%,0%,5.95%,0.43%,0.0179914,0.0000000,0.1106095,0.8876699,0.0018943,-2.3044015,-0.0043652,0.0048461,0.0000005,0.0602959,0.9330610,0.0080298,0.1483253,0.0011910,0.0186084,0.0000008,0.0757879,0.9174421,0.0075621,1.5860049,0.0119935,0.0183563,0.0000020,0.0621019,0.9253498,0.0097574
1047,1%,0%,-0.58%,-0.20%,0.0179669,0.0000000,0.1057187,0.8915258,0.0022561,-0.0022112,-0.0000050,0.0057716,0.0000004,0.0595650,0.9339621,0.0077058,-0.0568302,-0.0004379,0.0178575,0.0000009,0.0750019,0.9177140,0.0080350,1.1629731,0.0093445,0.0195042,0.0000018,0.0604718,0.9271408,0.0098169
1048,1%,0%,-3.60%,0.11%,0.0177042,0.0000000,0.1028429,0.8937386,0.0021040,-0.6513582,-0.0013705,0.0053826,0.0000005,0.0591469,0.9337978,0.0075292,1.3278984,0.0099981,0.0174484,0.0000009,0.0745183,0.9177129,0.0081839,-1.1418414,-0.0093447,0.0198658,0.0000017,0.0593459,0.9282939,0.0095298
1049,1%,0%,-3.00%,0.39%,0.0178187,0.0000000,0.1005821,0.8951453,0.0020224,0.1361952,0.0002754,0.0051738,0.0000004,0.0586647,0.9342838,0.0076484,-0.6228433,-0.0047638,0.0177247,0.0000019,0.0769774,0.9115902,0.0087083,2.4299028,0.0211603,0.0211387,0.0000018,0.0593654,0.9277703,0.0094431
1050,1%,0%,-2.69%,1.02%,0.0178367,0.0000000,0.0992920,0.8957161,0.0019094,-0.1803005,-0.0003443,0.0048848,0.0000003,0.0583575,0.9348240,0.0074443,0.4083063,0.0030396,0.0172516,0.0000017,0.0743793,0.9144191,0.0101662,0.1557699,0.0015836,0.0246777,0.0000023,0.0619327,0.9240241,0.0099986
1051,1%,0%,-2.07%,0.20%,0.0181510,0.0000000,0.0985203,0.8960079,0.0018067,0.6860564,0.0012395,0.0046221,0.0000015,0.0577373,0.9307683,0.0080495,3.2229984,0.0259436,0.0186542,0.0000019,0.0760616,0.9120098,0.0098891,1.3870493,0.0137166,0.0240049,0.0000021,0.0599475,0.9259977,0.0109992
1052,2%,0%,27.23%,1.52%,0.0187532,0.0000002,0.1098104,0.8854593,0.0021088,-3.1285746,-0.0065977,0.0053950,0.0000017,0.0607404,0.9272314,0.0102101,-1.8230300,-0.0186133,0.0236611,0.0000018,0.0749288,0.9131463,0.0102302,0.8179359,0.0083676,0.0248329,0.0000021,0.0594578,0.9262469,0.0106589
1053,2%,0%,-11.36%,0.02%,0.0208523,0.0000001,0.1059276,0.8884192,0.0029369,-0.0451229,-0.0001325,0.0080475,0.0000028,0.0792058,0.9075429,0.0117941,-3.0156590,-0.0355669,0.0273319,0.0000028,0.0861520,0.8996885,0.0105630,2.4783896,0.0261792,0.0256408,0.0000029,0.0677685,0.9161455,0.0109868
1054,2%,0%,-7.67%,-0.08%,0.0224290,0.0000001,0.1039507,0.8901117,0.0027706,0.4306105,0.0011931,0.0075919,0.0000027,0.0764754,0.9103868,0.0149725,0.4661702,0.0069797,0.0404376,0.0000043,0.1159747,0.8679471,0.0138564,2.4398771,0.0338079,0.0336353,0.0000029,0.0677878,0.9157548,0.0130974
1055,2%,0%,11.65%,0.05%,0.0236745,0.0000002,0.1106579,0.8845152,0.0027498,1.9362050,0.0053242,0.0075348,0.0000027,0.0776159,0.9094168,0.0145847,0.6755366,0.0098525,0.0393903,0.0000040,0.1094203,0.8740057,0.0170740,-0.0167317,-0.0002857,0.0414458,0.0000045,0.0914238,0.8892557,0.0140886
1056,2%,0%,-2.35%,-0.11%,0.0245729,0.0000002,0.1085994,0.8860644,0.0031410,0.6528690,0.0020507,0.0086069,0.0000026,0.0747981,0.9118885,0.0141179,0.2790680,0.0039399,0.0381295,0.0000038,0.1038012,0.8799784,0.0158662,-0.7158673,-0.0113581,0.0385139,0.0000052,0.1004594,0.8782330,0.0169719
1057,2%,0%,8.43%,0.48%,0.0256552,0.0000002,0.1139782,0.8817663,0.0031195,1.7253509,0.0053823,0.0085479,0.0000025,0.0725950,0.9137231,0.0135096,-0.3381467,-0.0045682,0.0364867,0.0000050,0.1309737,0.8531992,0.0163397,-1.8949181,-0.0309623,0.0396632,0.0000081,0.1320026,0.8368485,0.0181510
1058,2%,0%,-2.98%,0.41%,0.0269825,0.0000002,0.1128629,0.8824661,0.0034644,0.8669268,0.0030033,0.0094928,0.0000025,0.0721675,0.9138540,0.0130429,0.9276815,0.0120996,0.0352260,0.0000050,0.1325627,0.8519712,0.0189931,-1.2308586,-0.0233779,0.0461043,0.0000068,0.1187271,0.8546994,0.0165735
1059,2%,0%,0.36%,0.29%,0.0273062,0.0000002,0.1119175,0.8829141,0.0034259,0.8387296,0.0028734,0.0093873,0.0000025,0.0706904,0.9149661,0.0129173,0.5286362,0.0068286,0.0348869,0.0000049,0.1305607,0.8539753,0.0195324,0.9694854,0.0189364,0.0474134,0.0000056,0.1055274,0.8711696,0.0165524
1060,2%,0%,0.45%,1.01%,0.0280312,0.0000002,0.1129224,0.8822351,0.0033987,-1.1667127,-0.0039652,0.0093127,0.0000025,0.0701213,0.9151624,0.0125552,-0.7819249,-0.0098172,0.0339089,0.0000048,0.1273271,0.8567458,0.0193056,-0.7114126,-0.0137342,0.0468628,0.0000053,0.1000661,0.8769793,0.0161460
1061,2%,0%,1.75%,1.58%,0.0280629,0.0000002,0.1158259,0.8802780,0.0035130,-1.2385192,-0.0043510,0.0096262,0.0000026,0.0726373,0.9127812,0.0124631,-0.8367754,-0.0104288,0.0336601,0.0000047,0.1241956,0.8591202,0.0185461,-0.5825376,-0.0108038,0.0450192,0.0000048,0.0928789,0.8849389,0.0151955
1062,2%,0%,-5.23%,-0.72%,0.0295157,0.0000002,0.1145266,0.8813645,0.0036268,0.4344249,0.0015756,0.0099378,0.0000028,0.0767770,0.9090722,0.0124800,2.2042474,0.0275090,0.0337058,0.0000047,0.1208582,0.8612859,0.0176358,-0.0327877,-0.0005782,0.0428095,0.0000046,0.0887180,0.8891890,0.0144012
1063,2%,0%,-3.99%,-0.41%,0.0303584,0.0000002,0.1155747,0.8805957,0.0034841,-1.1716263,-0.0040821,0.0095470,0.0000029,0.0798990,0.9061178,0.0143565,1.6226271,0.0232952,0.0387738,0.0000048,0.1202226,0.8612261,0.0164857,-0.8214151,-0.0135416,0.0400177,0.0000044,0.0855605,0.8921350,0.0137886
1064,2%,0%,-0.44%,0.42%,0.0308026,0.0000002,0.1130147,0.8822845,0.0035571,-0.4607810,-0.0016390,0.0097469,0.0000034,0.0943310,0.8935525,0.0158972,-2.4975415,-0.0397039,0.0429349,0.0000048,0.1210992,0.8599628,0.0161359,0.9963679,0.0160773,0.0391687,0.0000044,0.0850180,0.8921745,0.0131957
1065,2%,0%,-4.67%,-0.66%,0.0309681,0.0000002,0.1122879,0.8826298,0.0034095,-0.9536415,-0.0032514,0.0093424,0.0000033,0.0906717,0.8964173,0.0191902,0.2192022,0.0042065,0.0518286,0.0000048,0.1204450,0.8605597,0.0161232,1.1372491,0.0183361,0.0391378,0.0000044,0.0864602,0.8926741,0.0132242
1066,2%,0%,1.12%,-0.59%,0.0314076,0.0000002,0.1121062,0.8826254,0.0034114,-1.0613538,-0.0036207,0.0093477,0.0000033,0.0894486,0.8972343,0.0182389,-0.6774137,-0.0123553,0.0492594,0.0000060,0.1396368,0.8401994,0.0165807,-1.8009275,-0.0298607,0.0402484,0.0000043,0.0838607,0.8949553,0.0159261
1067,2%,0%,-2.82%,-1.85%,0.0319252,0.0000002,0.1109122,0.8832532,0.0034439,-0.7242474,-0.0024943,0.0094368,0.0000033,0.0890546,0.8972481,0.0177251,-0.9745573,-0.0172742,0.0478718,0.0000054,0.1326909,0.8486795,0.0188774,-0.7991167,-0.0150852,0.0458233,0.0000044,0.0852198,0.8934604,0.0157026
1068,2%,0%,0.97%,-1.31%,0.0321481,0.0000002,0.1100703,0.8839078,0.0033641,0.8168373,0.0027479,0.0092181,0.0000034,0.0951837,0.8922102,0.0179239,1.9138502,0.0343037,0.0484087,0.0000051,0.1269488,0.8541902,0.0182554,-0.1105680,-0.0020185,0.0443136,0.0000051,0.0962429,0.8827351,0.0170236
1069,2%,0%,6.75%,-0.17%,0.0330904,0.0000002,0.1102244,0.8836645,0.0033238,1.1914953,0.0039603,0.0091077,0.0000036,0.1025520,0.8856212,0.0204311,-1.7773284,-0.0363128,0.0551801,0.0000050,0.1245689,0.8559634,0.0169799,0.5700873,0.0096800,0.0412173,0.0000050,0.0941871,0.8837837,0.0199273
1070,2%,0%,-1.57%,-0.46%,0.0339164,0.0000002,0.1098871,0.8834783,0.0034107,0.6978957,0.0023803,0.0093457,0.0000035,0.0989839,0.8881203,0.0223003,-0.2793557,-0.0062297,0.0602283,0.0000048,0.1243328,0.8574355,0.0162645,-1.3879174,-0.0225738,0.0394808,0.0000052,0.0952013,0.8808575,0.0188710
1071,2%,0%,-2.24%,-0.93%,0.0333135,0.0000002,0.1093105,0.8834964,0.0033207,0.5568236,0.0018491,0.0090992,0.0000034,0.0926048,0.8937157,0.0208614,0.2002415,0.0041773,0.0563423,0.0000049,0.1230158,0.8572674,0.0170977,-0.2974941,-0.0050865,0.0415032,0.0000055,0.0969787,0.8767333,0.0178415
1072,2%,0%,7.85%,-0.39%,0.0330708,0.0000002,0.1105553,0.8829829,0.0032391,1.8651230,0.0060413,0.0088756,0.0000035,0.0935070,0.8917082,0.0198238,-0.5338804,-0.0105836,0.0535399,0.0000048,0.1243731,0.8569989,0.0161217,1.5145481,0.0244171,0.0391342,0.0000047,0.0890136,0.8893423,0.0170123
1073,2%,0%,-5.21%,-0.29%,0.0340689,0.0000002,0.1105724,0.8825048,0.0036697,-0.6736929,-0.0024723,0.0100555,0.0000037,0.0966992,0.8881838,0.0191531,-1.2652318,-0.0242332,0.0517286,0.0000049,0.1256261,0.8549660,0.0173530,1.0307614,0.0178868,0.0421230,0.0000046,0.0882415,0.8910589,0.0187369
1074,2%,0%,13.97%,0.18%,0.0346597,0.0000003,0.1226487,0.8736186,0.0036835,2.8204165,0.0103890,0.0100932,0.0000038,0.1005972,0.8839570,0.0197407,-1.3369819,-0.0263929,0.0533153,0.0000048,0.1210274,0.8586994,0.0173058,-0.6371994,-0.0110272,0.0420084,0.0000047,0.0973946,0.8845538,0.0182333
1075,2%,0%,-1.43%,0.59%,0.0347420,0.0000003,0.1242742,0.8731002,0.0050559,-0.1568174,-0.0007928,0.0138537,0.0000037,0.0962769,0.8886359,0.0203414,0.3438310,0.0069940,0.0549377,0.0000050,0.1214965,0.8577991,0.0166369,0.8833755,0.0146967,0.0403848,0.0000046,0.0985427,0.8849378,0.0225578
1076,2%,0%,-1.84%,0.28%,0.0339660,0.0000003,0.1247218,0.8730765,0.0047635,-0.4684224,-0.0022313,0.0130525,0.0000035,0.0889639,0.8952597,0.0191869,-0.4672690,-0.0089655,0.0518199,0.0000055,0.1273337,0.8502785,0.0163852,-0.7555828,-0.0123804,0.0397738,0.0000042,0.0889711,0.8950246,0.0228167
1077,2%,0%,-2.18%,-0.17%,0.0337898,0.0000002,0.1220178,0.8747151,0.0045207,0.2852631,0.0012896,0.0123873,0.0000037,0.0913726,0.8914450,0.0183977,0.5218646,0.0096011,0.0496883,0.0000058,0.1288268,0.8468983,0.0158611,-0.6019675,-0.0095479,0.0385015,0.0000043,0.0890588,0.8933124,0.0219223
1078,2%,0%,-2.43%,-0.32%,0.0330916,0.0000002,0.1236192,0.8736847,0.0042906,0.7731609,0.0033173,0.0117568,0.0000039,0.0934120,0.8875010,0.0176147,0.0592243,0.0010432,0.0475736,0.0000050,0.1262366,0.8565771,0.0154690,2.3714065,0.0366832,0.0375496,0.0000044,0.0955466,0.8892514,0.0212694
1079,2%,0%,-2.71%,-0.28%,0.0335233,0.0000002,0.1208217,0.8753900,0.0041842,-0.0416312,-0.0001742,0.0114652,0.0000039,0.0965885,0.8855794,0.0167854,-1.8026648,-0.0302585,0.0453339,0.0000049,0.1244234,0.8579958,0.0194141,0.8107801,0.0157405,0.0471261,0.0000044,0.0946701,0.8899473,0.0231209
1080,2%,0%,7.17%,0.04%,0.0328305,0.0000002,0.1220213,0.8746903,0.0039570,1.3967149,0.0055268,0.0108427,0.0000040,0.1009383,0.8819448,0.0186020,-0.7204387,-0.0134016,0.0502400,0.0000048,0.1228306,0.8587154,0.0188749,0.6940697,0.0131005,0.0458173,0.0000046,0.1008652,0.8836352,0.0235542
1081,2%,0%,-3.59%,0.30%,0.0334943,0.0000002,0.1222348,0.8744722,0.0042005,-0.2246339,-0.0009436,0.0115100,0.0000040,0.0984182,0.8838717,0.0180355,-0.7082003,-0.0127728,0.0487101,0.0000049,0.1207024,0.8595408,0.0181360,0.6646995,0.0120550,0.0440238,0.0000043,0.0923960,0.8919455,0.0245769
1082,2%,0%,-2.59%,-0.03%,0.0333191,0.0000002,0.1193396,0.8762387,0.0039545,0.3156157,0.0012481,0.0108359,0.0000040,0.0977113,0.8842163,0.0175100,-1.0694251,-0.0187256,0.0472907,0.0000057,0.1241591,0.8524621,0.0174089,0.4023448,0.0070044,0.0422587,0.0000045,0.0957762,0.8872930,0.0234887
1083,2%,0%,-0.63%,-0.66%,0.0332977,0.0000002,0.1191416,0.8761965,0.0037521,0.4500308,0.0016885,0.0102811,0.0000045,0.1069808,0.8740381,0.0176144,-0.1986163,-0.0034985,0.0475727,0.0000076,0.1418271,0.8273236,0.0162773,-0.9296273,-0.0151319,0.0395119,0.0000049,0.0999065,0.8825218,0.0236294
1084,2%,0%,-3.22%,-1.46%,0.0329917,0.0000002,0.1174133,0.8771342,0.0035822,0.3716028,0.0013312,0.0098157,0.0000045,0.1065484,0.8744957,0.0166432,1.0860786,0.0180758,0.0449496,0.0000065,0.1325532,0.8408468,0.0161890,1.1414009,0.0184781,0.0392974,0.0000051,0.0989881,0.8816979,0.0222080
1085,2%,0%,0.12%,-0.93%,0.0327555,0.0000002,0.1157213,0.8783484,0.0034233,-1.2537508,-0.0042920,0.0093803,0.0000045,0.1063168,0.8736775,0.0167161,0.6421057,0.0107335,0.0451467,0.0000061,0.1280728,0.8460853,0.0164635,0.6449944,0.0106189,0.0399639,0.0000054,0.0986953,0.8799202,0.0208567
1086,2%,0%,17.24%,-0.64%,0.0328944,0.0000003,0.1182497,0.8771674,0.0035928,2.1309013,0.0076560,0.0098449,0.0000048,0.1092879,0.8691000,0.0160628,0.0772655,0.0012411,0.0433823,0.0000060,0.1267199,0.8472824,0.0157873,-0.9968679,-0.0157378,0.0383224,0.0000049,0.0967153,0.8847701,0.0199957
1087,2%,0%,5.75%,0.44%,0.0337133,0.0000003,0.1168229,0.8780084,0.0042916,-1.1405397,-0.0048948,0.0117597,0.0000050,0.1102094,0.8664880,0.0150379,-0.1958678,-0.0029454,0.0406142,0.0000058,0.1265974,0.8479823,0.0157541,-1.0687806,-0.0168376,0.0382417,0.0000050,0.0977396,0.8829745,0.0213192
1088,2%,0%,-1.47%,1.09%,0.0334924,0.0000003,0.1148279,0.8792587,0.0043650,-0.3142402,-0.0013717,0.0119607,0.0000048,0.1088755,0.8695511,0.0143288,1.5090133,0.0216224,0.0386991,0.0000058,0.1269502,0.8464928,0.0158221,-0.7526356,-0.0119083,0.0384069,0.0000054,0.1003927,0.8780444,0.0210616
1089,2%,0%,4.90%,1.94%,0.0328561,0.0000003,0.1160775,0.8783530,0.0041650,-1.7029340,-0.0070928,0.0114127,0.0000049,0.1089547,0.8682299,0.0152432,-0.4326722,-0.0065953,0.0411686,0.0000059,0.1266679,0.8450586,0.0152844,-0.7125063,-0.0108902,0.0371016,0.0000058,0.1025416,0.8732748,0.0201290
1090,2%,0%,-4.41%,1.20%,0.0329147,0.0000003,0.1123734,0.8806808,0.0045812,0.0960308,0.0004399,0.0125531,0.0000050,0.1098248,0.8663679,0.0144866,0.7076866,0.0102520,0.0391252,0.0000062,0.1287146,0.8402809,0.0146698,-0.3357556,-0.0049255,0.0356097,0.0000065,0.1118745,0.8623704,0.0192463
1091,2%,0%,-2.26%,1.16%,0.0331094,0.0000003,0.1101166,0.8820091,0.0043101,0.0558801,0.0002409,0.0118103,0.0000053,0.1115565,0.8629074,0.0139925,-0.0289537,-0.0004051,0.0377908,0.0000063,0.1289474,0.8388897,0.0137423,1.1264895,0.0154806,0.0333584,0.0000070,0.1136486,0.8574139,0.0197618
